2017-05-28 05 	344
2017-05-28 06 	1171
2017-05-28 07 	1061
2017-05-28 08 	757
2017-05-28 09 	399
2017-05-28 10 	70
2017-05-28 14 	266
2017-05-28 15 	68
2017-05-28 16 	6
2017-05-28 17 	1
2017-05-29 00 	167
2017-05-29 05 	303
2017-05-29 06 	1329
2017-05-29 07 	1073
2017-05-29 08 	720
2017-05-29 09 	382
2017-05-29 10 	30
2017-05-29 13 	2
2017-05-29 14 	229
2017-05-29 15 	66
2017-05-29 16 	8
2017-05-30 00 	174
2017-05-30 05 	339
2017-05-30 06 	1260
2017-05-30 07 	1072
2017-05-30 08 	738
2017-05-30 09 	334
2017-05-30 10 	60
2017-05-30 14 	204
2017-05-30 15 	34
2017-05-30 16 	6
2017-05-31 00 	186
2017-05-31 05 	384
2017-05-31 06 	1061
2017-05-31 07 	1025
2017-05-31 08 	920
2017-05-31 09 	408
2017-05-31 10 	115
2017-05-31 14 	244
2017-05-31 15 	47
2017-05-31 16 	4
2017-05-31 17 	1
2017-05-31 19 	1
2017-06-01 00 	232
2017-06-01 05 	374
2017-06-01 06 	1200
2017-06-01 07 	952
2017-06-01 08 	837
2017-06-01 09 	402
2017-06-01 10 	105
2017-06-01 14 	240
2017-06-01 15 	65
2017-06-01 16 	7
2017-06-01 17 	1
2017-06-02 00 	235
2017-06-02 05 	339
2017-06-02 06 	1121
2017-06-02 07 	1030
2017-06-02 08 	905
2017-06-02 09 	449
2017-06-02 10 	97
2017-06-02 11 	3
2017-06-02 13 	10
2017-06-02 14 	185
2017-06-02 15 	78
2017-06-02 16 	10
2017-06-03 00 	236
2017-06-03 05 	304
2017-06-03 06 	1158
2017-06-03 07 	1011
2017-06-03 08 	848
2017-06-03 09 	372
2017-06-03 10 	122
2017-06-03 14 	233
2017-06-03 15 	41
2017-06-03 16 	5
2017-06-03 19 	2
2017-06-04 00 	145
2017-06-04 05 	226
2017-06-04 06 	843
2017-06-04 07 	1025
2017-06-04 08 	949
2017-06-04 09 	423
2017-06-04 10 	127
2017-06-04 11 	1
2017-06-04 13 	1
2017-06-04 14 	261
2017-06-04 15 	73
2017-06-04 16 	3
2017-06-05 00 	173
2017-06-05 05 	277
2017-06-05 06 	1153
2017-06-05 07 	1022
2017-06-05 08 	963
2017-06-05 09 	433
2017-06-05 10 	99
2017-06-05 11 	2
2017-06-05 14 	156
2017-06-05 15 	74
2017-06-05 16 	17
2017-06-05 17 	1
2017-06-05 18 	2
2017-06-05 21 	1
2017-06-06 00 	171
2017-06-06 05 	338
2017-06-06 06 	1048
2017-06-06 07 	1099
2017-06-06 08 	863
2017-06-06 09 	434
2017-06-06 10 	68
2017-06-06 12 	1
2017-06-06 13 	1
2017-06-06 14 	246
2017-06-06 15 	69
2017-06-06 16 	8
2017-06-06 17 	2
2017-06-06 18 	1
2017-06-07 00 	181
2017-06-07 05 	290
2017-06-07 06 	1212
2017-06-07 07 	1162
2017-06-07 08 	828
2017-06-07 09 	424
2017-06-07 10 	103
2017-06-07 14 	229
2017-06-07 15 	66
2017-06-07 16 	9
2017-06-07 20 	1
2017-06-08 00 	204
2017-06-08 05 	291
2017-06-08 06 	1264
2017-06-08 07 	1096
2017-06-08 08 	983
2017-06-08 09 	395
2017-06-08 10 	102
2017-06-08 11 	6
2017-06-08 14 	262
2017-06-08 15 	82
2017-06-08 16 	6
2017-06-08 17 	1
2017-06-08 18 	1
2017-06-09 00 	215
2017-06-09 05 	287
2017-06-09 06 	1262
2017-06-09 07 	1252
2017-06-09 08 	1117
2017-06-09 09 	518
2017-06-09 10 	149
2017-06-09 11 	4
2017-06-09 12 	1
2017-06-09 14 	353
2017-06-09 15 	120
2017-06-09 16 	13
2017-06-09 17 	1
2017-06-10 00 	161
2017-06-10 05 	323
2017-06-10 06 	1396
2017-06-10 07 	1381
2017-06-10 08 	1070
2017-06-10 09 	547
2017-06-10 10 	123
2017-06-10 11 	1
2017-06-10 12 	1
2017-06-10 13 	3
2017-06-10 14 	386
2017-06-10 15 	82
2017-06-10 16 	9
2017-06-10 19 	1
2017-06-10 20 	1
2017-06-11 00 	157
2017-06-11 05 	328
2017-06-11 06 	1521
2017-06-11 07 	1339
2017-06-11 08 	1006
2017-06-11 09 	521
2017-06-11 10 	182
2017-06-11 11 	13
2017-06-11 13 	18
2017-06-11 14 	340
2017-06-11 15 	74
2017-06-11 16 	6
2017-06-11 17 	1
2017-06-12 00 	164
2017-06-12 05 	273
2017-06-12 06 	1468
2017-06-12 07 	1393
2017-06-12 08 	1125
2017-06-12 09 	613
2017-06-12 10 	241
2017-06-12 13 	3
2017-06-12 14 	297
2017-06-12 15 	102
2017-06-12 16 	46
2017-06-13 00 	177
2017-06-13 05 	239
2017-06-13 06 	1410
2017-06-13 07 	1329
2017-06-13 08 	1003
2017-06-13 09 	549
2017-06-13 10 	177
2017-06-13 13 	17
2017-06-13 14 	395
2017-06-13 15 	123
2017-06-13 16 	11
2017-06-13 17 	2
2017-06-13 19 	2
2017-06-14 00 	245
2017-06-14 05 	238
2017-06-14 06 	1341
2017-06-14 07 	1359
2017-06-14 08 	1236
2017-06-14 09 	629
2017-06-14 10 	170
2017-06-14 11 	5
2017-06-14 13 	61
2017-06-14 14 	421
2017-06-14 15 	100
2017-06-14 16 	8
2017-06-14 17 	1
2017-06-14 18 	1
2017-06-15 00 	272
2017-06-15 05 	434
2017-06-15 06 	1333
2017-06-15 07 	1536
2017-06-15 08 	1294
2017-06-15 09 	694
2017-06-15 10 	191
2017-06-15 11 	1
2017-06-15 12 	1
2017-06-15 13 	55
2017-06-15 14 	285
2017-06-15 15 	242
2017-06-15 16 	6
2017-06-15 17 	2
2017-06-15 21 	1
2017-06-16 00 	278
2017-06-16 05 	503
2017-06-16 06 	1643
2017-06-16 07 	1543
2017-06-16 08 	1226
2017-06-16 09 	577
2017-06-16 10 	108
2017-06-16 11 	50
2017-06-16 13 	57
2017-06-16 14 	375
2017-06-16 15 	78
2017-06-16 16 	21
2017-06-16 17 	1
2017-06-16 18 	8
2017-06-16 21 	2
2017-06-17 00 	289
2017-06-17 05 	521
2017-06-17 06 	1713
2017-06-17 07 	1499
2017-06-17 08 	1074
2017-06-17 09 	595
2017-06-17 10 	128
2017-06-17 11 	3
2017-06-17 12 	5
2017-06-17 13 	45
2017-06-17 14 	363
2017-06-17 15 	115
2017-06-17 16 	21
2017-06-17 17 	24
2017-06-17 18 	1
2017-06-17 20 	1
2017-06-18 00 	323
2017-06-18 05 	575
2017-06-18 06 	1913
2017-06-18 07 	1459
2017-06-18 08 	1092
2017-06-18 09 	560
2017-06-18 10 	88
2017-06-18 11 	9
2017-06-18 13 	50
2017-06-18 14 	357
2017-06-18 15 	108
2017-06-18 16 	25
2017-06-18 17 	1
2017-06-18 18 	2
2017-06-18 19 	22
2017-06-18 20 	1
2017-06-19 00 	271
2017-06-19 05 	471
2017-06-19 06 	1873
2017-06-19 07 	1519
2017-06-19 08 	1260
2017-06-19 09 	640
2017-06-19 10 	119
2017-06-19 11 	1
2017-06-19 12 	1
2017-06-19 13 	72
2017-06-19 14 	456
2017-06-19 15 	204
2017-06-19 16 	26
2017-06-19 17 	3
2017-06-19 19 	16
2017-06-19 20 	4
2017-06-20 00 	271
2017-06-20 05 	572
2017-06-20 06 	1877
2017-06-20 07 	1787
2017-06-20 08 	1500
2017-06-20 09 	695
2017-06-20 10 	191
2017-06-20 11 	11
2017-06-20 12 	1
2017-06-20 13 	109
2017-06-20 14 	519
2017-06-20 15 	252
2017-06-20 16 	56
2017-06-20 17 	5
2017-06-20 19 	5
2017-06-20 20 	25
2017-06-20 21 	2
2017-06-21 00 	258
2017-06-21 05 	607
2017-06-21 06 	2068
2017-06-21 07 	1958
2017-06-21 08 	1410
2017-06-21 09 	812
2017-06-21 10 	157
2017-06-21 11 	4
