0000-00 	2
2014-03 	1
2016-10 	1
2016-11 	19
2016-12 	2
2017-02 	1

2017-03 	9012
2017-04 	25755
2017-05 	117128
2017-06 	215300
2017-07 	911496
2017-08 	1898432
2017-09 	2889267
2017-10 	3427081

2018-03 	68
2018-04 	10558
2018-05 	60
